date,'3m',abbott_laboratories,abbvie,abiomed,accenture,activision_blizzard,adobe,advanced_micro_devices,advance_auto_parts,aes_corp,aflac,agilent_technologies,air_products_and_chemicals,akamai_technologies,alaska_air_group,albemarle_corporation,align_technology,all_egion,all_iant_energy,all_state_corp,alphabet_class_c,altria_group,amazon,amcor,american_airlines_group,american_electric_power,american_express,american_international_group,american_tower,american_water_works,ameriprise_financial,amerisourcebergen,ametek,amgen,amphenol,analog_devices,ansys,anthem,aon,a_o_smith,apple,applied_materials,aptiv,adm,arista_networks,assurant,atandt,atmos_energy,autodesk,automatic_data_processing,autozone,avalonbay_communities,avery_dennison,baker_hughes,ball__corp,bank_of_america,baxter_international,becton_dickinson,berkshire_hathaway,best_buy,bio_rad_laboratories,biogen,blackrock,bny_mellon,boeing,booking_holdings,borgwarner,boston_properties,boston_scientific,bristol_myers_squibb,broadcom,broadridge_financial_solutions,brown_and_brown,cadence_design_systems,caesars_entertainment,campbell_soup,capital_one_financial,cardinal_health,carmax,carnival_corporation,carrier_global,catalent,caterpillar,cbre,cdw,celanese,centene_corporation,centerpoint_energy,ceridian,cerner,cf_industries,charles_river_laboratories,charter_communications,chevron_corporation,chipotle_mexican_grill,chubb,church_and_dwight,cigna,cincinnati_financial,cisco_systems,citigroup,citizens_financial_group,citrix_systems,clorox,cme_group,cms_energy,coca_cola_company,cognizant_technology_solutions,colgate_palmolive,comcast,comerica,conagra_brands,conocophillips,consolidated_edison,constellation_brands,the_cooper_companies,copart,corning,corteva,costco,crown_castle,csx,cummins,cvs_health,danaher_corporation,darden_restaurants,davita,delta_air_lines,dentsply_sirona,devon_energy,dexcom,diamondback_energy,digital_realty_trust,discover_financial_services,discovery_series_a,dish_network,dollar_general,dollar_tree,dominion_energy,dominos_pizza,dover_corporation,dow,dte_energy,duke_energy,dupont,dxc_technology,eastman_chemical,eaton_corporation,ebay,ecolab,edison_international,edwards_lifesciences,electronic_arts,enphase_energy,entergy,eog_resources,equifax,equinix,equity_residential,essex_property_trust,estée_lauder_companies,etsy,evergy,eversource_energy,everest_re,exelon,expedia_group,expeditors,extra_space_storage,exxonmobil,f5_networks,facebook,fastenal,federal_realty_investment_trust,fedex,fidelity_national_information_services,fifth_third_bancorp,firstenergy,first_republic_bank,fiserv,fleetcor,fmc_corporation,ford,fortinet,fortive,franklin_resources,freeport_mcmoran,gap,garmin,gartner,general_dynamics,general_electric,general_mills,general_motors,genuine_parts,gilead_sciences,globe_life,global_payments,goldman_sachs,hall_iburton,hanesbrands,the_hartford,hasbro,hca_healthcare,henry_schein,the_hershey_company,hess_corporation,hewlett_packard_enterprise,hilton_worldwide,hologic,home_depot,honeywell,hormel,howmet_aerospace,hp,humana,huntington_bancshares,huntington_ingall_s_industries,idex_corporation,idexx_laboratories,ihs_markit,illinois_tool_works,illumina,incyte,ingersoll_rand,intel,intercontinental_exchange,ibm,international_paper,interpublic_group,international_flavors_and_fragrances,intuit,intuitive_surgical,invesco,ipg_photonics,iqvia,iron_mountain,jacobs_engineering_group,j_b_hunt,jm_smucker,johnson_and_johnson,johnson_controls,jpmorgan_chase,juniper_networks,kansas_city_southern,kelloggs,keycorp,keysight_technologies,kimberly_clark,kimco_realty,kinder_morgan,kla_corporation,kraft_heinz,kroger,l3harris_technologies,labcorp,lam_research,lamb_weston,las_vegas_sands,leggett_and_platt,leidos,lennar,eli_lilly_and_co,lincoln_national,linde,live_nation_entertainment,lkq_corporation,lockheed_martin,loews_corporation,lowes,lumen_technologies,lyondellbasell,mandt_bank,marathon_oil,marathon_petroleum,marketaxess,marriott_international,marsh_and_mclennan,martin_marietta_materials,masco,mastercard,match_group,mccormick_and_company,mcdonalds,mckesson_corporation,medtronic,merck_and_co,metlife,mettler_toledo,mgm_resorts_international,microchip_technology,micron_technology,microsoft,moderna,mohawk_industries,mondelez_international,monolithic_power_systems,monster_beverage,moodys_corporation,morgan_stanley,motorola_solutions,msci,nasdaq,netapp,netflix,newell_brands,newmont,nextera_energy,nielsen_holdings,nike,nisource,norfolk_southern,northern_trust,northrop_grumman,nortonlifelock,norwegian_cruise_line_holdings,nrg_energy,nucor,nvidia,nvr,nxp,oreilly_automotive,occidental_petroleum,old_dominion_freight_line,omnicom_group,oneok,oracle,otis_worldwide,paccar,packaging_corporation_of_america,paychex,paycom,paypal,penn_national_gaming,pentair,peoples_united_financial,pepsico,perkinelmer,pfizer,philip_morris_international,phillips_66,pioneer_natural_resources,pnc_financial_services,pool_corporation,ppg_industries,ppl,principal_financial_group,procter_and_gamble,progressive_corporation,prologis,prudential_financial,ptc,public_service_enterprise_group,public_storage,pultegroup,pvh,qorvo,quanta_services,qualcomm,quest_diagnostics,ralph_lauren_corporation,raymond_james_financial,raytheon_technologies,realty_income_corporation,regency_centers,regeneron_pharmaceuticals,regions_financial_corporation,republic_services,resmed,robert_half_international,rockwell_automation,rollins,roper_technologies,ross_stores,royal_caribbean_group,sandp_global,salesforce,sba_communications,schlumberger,seagate_technology,sealed_air,sempra_energy,servicenow,sherwin_williams,simon_property_group,skyworks_solutions,snap_on,southern_company,southwest_airlines,stanley_black_and_decker,starbucks,state_street_corporation,steris,stryker_corporation,svb_financial,synchrony_financial,synopsys,sysco,t_mobile_us,t_rowe_price,take_two_interactive,tapestry,target_corporation,te_connectivity,teledyne_technologies,teleflex,teradyne,tesla,texas_instruments,textron,thermo_fisher_scientific,tjx_companies,tractor_supply_company,trane_technologies,transdigm_group,the_travelers_companies,trimble,truist_financial,twitter,tyler_technologies,tyson_foods,udr,ulta_beauty,us_bancorp,union_pacific,united_airlines,unitedhealth_group,united_parcel_service,united_rentals,universal_health_services,valero_energy,ventas,verisign,verisk_analytics,verizon_communications,vertex_pharmaceuticals,vf_corporation,viacomcbs,viatris,visa,vornado_realty_trust,vulcan_materials,wabtec,walmart,walgreens_boots_all_iance,the_walt_disney_company,waste_management,waters_corporation,wec_energy_group,wells_fargo,welltower,west_pharmaceutical_services,western_digital,western_union,westrock,weyerhaeuser,whirlpool_corporation,williams_companies,willis_towers_watson,wynn_resorts,xcel_energy,xilinx,xylem,zebra_technologies,zimmer_biomet,zoetis
2017-09-24,7,0,15,0,22,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,9,0,0,0,0,0,0,0,67,0,0,100,25,0,36,0,0,14,0,0,8,0,0,0,0,0,0,9,0,12,0,41,20,18,0,0,11,31,5,0,0,0,0,0,25,0,0,0,0,27,0,0,0,0,0,38,30,8,0,0,0,0,0,20,0,0,43,0,14,8,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,16,0,11,0,15,0,52,0,0,0,1,0,0,21,0,0,0,0,17,13,33,0,41,0,7,0,13,8,23,0,0,77,0,0,0,0,0,12,0,21,22,0,0,0,18,0,0,0,0,0,0,0,0,0,43,60,0,18,0,0,0,0,0,0,0,26,0,0,0,0,33,3,14,49,17,0,23,64,0,0,0,17,0,0,0,48,0,0,0,0,0,0,0,20,12,0,0,74,48,0,0,0,0,18,0,0,0,0,35,68,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,11,0,2,6,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,18,0,0,33,0,0,0,0,0,0,0,12,23,0,23,0,15,0,44,0,0,0,21,19,4,0,0,0,0,0,27,0,0,14,32,24,37,22,0,0,21,0,24,0,20,0,0,0,0,26,0,0,0,0,0,0,0,14,0,0,0,0,0,31,0,0,0,50,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,32,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,4,0,40,0,0,0,0,0,0,0,0,38,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,0,0,0,0,36,0,0,0,34,0,0,2,0,0,0,0,0,45,0,0,0,0,0,0,0,24,0,0,0,29,0,0,11,0,0,36,0,0,79,29,34,0,0,0,0,0,0,0,0,0,0,0
2017-10-01,7,12,31,0,44,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,27,0,0,0,17,0,0,0,34,0,0,16,0,0,0,32,0,0,36,0,0,0,0,0,2,0,17,0,18,0,0,0,0,48,0,0,20,21,0,7,17,0,5,0,0,0,18,29,8,0,0,0,0,0,0,26,26,0,0,0,22,8,42,64,0,23,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,69,13,0,0,0,0,0,0,0,0,0,13,0,76,17,0,0,0,0,1,61,23,0,0,0,0,0,50,13,33,0,41,0,7,0,0,4,23,85,0,92,34,0,0,0,0,0,0,25,22,0,0,0,9,0,0,0,0,0,0,0,0,0,41,0,0,15,0,0,0,0,0,0,0,26,0,0,0,0,32,6,0,24,40,0,18,63,0,24,0,11,14,0,0,0,0,0,0,0,0,0,0,68,59,0,0,81,10,0,0,0,0,0,0,0,0,0,19,0,22,0,0,0,0,0,0,61,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,31,0,0,0,11,0,0,27,0,12,0,0,0,33,0,0,0,0,0,0,17,0,0,54,0,29,0,0,0,0,0,0,11,1,0,0,0,0,0,14,0,15,3,32,29,0,0,0,0,20,0,0,0,20,0,0,0,0,15,0,0,0,0,0,0,0,27,0,0,0,0,0,20,0,0,0,80,0,2,0,0,0,0,0,0,19,0,22,0,0,0,20,0,33,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,20,0,37,37,18,0,0,0,0,38,6,0,17,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,23,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,24,2,34,0,0,0,0,8,0,0,7,0,0,0,0,20,0,0,0,27,0,0,11,0,0,20,0,0,39,29,0,0,68,0,0,0,0,15,37,29,0,0
2017-10-08,4,0,16,0,22,0,32,0,52,0,63,0,0,0,0,0,0,0,0,0,0,0,21,68,0,0,26,0,0,0,0,0,0,0,0,0,34,30,0,0,35,23,0,15,0,0,17,0,18,0,18,0,0,0,0,43,0,0,0,21,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,66,0,0,8,0,0,0,0,14,0,0,18,0,0,0,0,0,13,0,0,0,0,15,0,0,33,0,27,0,46,9,0,0,0,17,0,62,0,0,0,0,0,0,0,13,34,12,14,0,5,0,13,2,0,0,0,75,34,0,0,0,0,0,0,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,43,60,0,22,0,0,0,0,0,0,0,28,0,0,0,0,33,8,0,0,47,17,23,65,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,40,24,0,0,81,29,0,0,0,0,0,0,0,0,0,27,0,32,0,0,0,22,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,11,0,3,37,0,0,0,0,0,0,0,0,0,0,54,0,0,27,0,41,0,0,33,0,14,0,0,0,0,0,18,0,0,64,0,15,0,0,0,0,0,0,19,6,0,0,0,0,0,7,0,0,10,0,31,0,44,0,0,19,0,0,0,40,0,0,0,0,34,0,17,0,0,0,0,0,14,0,0,0,0,0,28,0,0,0,88,0,2,0,0,0,0,0,38,0,0,0,0,0,0,21,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,26,0,0,0,6,0,0,0,18,4,0,41,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,25,0,46,36,0,0,0,0,0,23,0,36,0,0,0,0,0,100,1,0,0,0,0,0,54,0,0,7,0,0,0,0,21,0,0,0,30,0,0,0,0,0,26,0,0,20,39,0,0,0,0,0,0,0,15,38,0,64,0
2017-10-15,0,37,32,0,15,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,26,43,84,0,0,36,0,16,0,0,0,34,0,0,35,0,0,15,0,63,9,0,18,0,0,0,0,10,0,31,0,0,7,22,0,0,12,0,5,0,0,0,19,0,0,0,35,0,0,0,0,26,27,0,0,0,23,9,0,0,0,0,0,0,0,0,22,0,0,8,0,0,0,0,57,0,0,36,0,0,0,35,0,10,41,0,0,0,0,0,26,0,0,11,0,16,18,27,0,0,35,0,0,0,0,0,0,0,0,0,13,17,0,28,0,7,0,0,6,0,0,0,81,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,22,0,0,0,0,0,0,0,27,28,0,0,0,56,11,14,0,35,53,19,65,0,0,0,35,0,0,0,0,0,0,0,0,39,0,0,40,36,0,0,73,79,0,0,70,0,0,0,24,0,0,14,0,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,70,0,0,0,11,0,5,19,0,0,0,0,0,0,0,0,0,0,22,0,0,28,0,6,0,39,34,0,0,0,0,0,0,0,24,0,0,39,0,0,0,0,0,0,0,0,19,3,0,70,0,0,0,7,0,8,7,66,28,0,0,0,0,15,0,24,30,20,0,0,0,0,15,0,0,0,0,0,0,0,17,0,0,0,0,0,24,0,0,0,62,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,27,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,70,0,0,0,14,0,20,0,0,0,18,0,0,0,0,78,3,0,8,0,0,0,0,35,0,0,0,0,0,27,0,0,0,69,0,23,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,0,0,0,0,47,0,0,0,0,0,0,0,27,0,0,0,27,0,0,12,0,100,29,0,0,20,40,0,0,0,0,0,0,69,15,0,0,0,0
2017-10-22,8,0,48,0,23,0,66,0,27,0,65,0,0,0,100,0,49,0,0,0,0,0,33,0,0,0,18,0,43,0,0,0,0,33,0,0,0,27,13,0,44,0,0,15,0,0,13,0,0,0,19,0,0,10,0,76,0,0,7,33,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,54,0,0,0,31,17,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,34,0,19,36,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,27,52,0,29,0,4,0,0,6,24,0,0,65,35,0,34,0,0,0,0,14,0,0,0,0,10,0,0,0,0,0,0,0,39,0,40,0,0,16,0,0,0,0,0,0,0,35,0,0,0,0,23,10,100,0,36,36,14,0,0,0,0,36,14,0,0,17,0,0,0,0,0,0,0,25,37,0,0,67,50,0,0,0,0,0,0,0,37,0,31,0,16,0,0,0,0,0,0,0,0,31,0,0,0,0,38,0,0,0,0,0,0,0,0,23,0,5,19,0,0,0,0,0,0,0,0,0,0,22,0,0,28,0,30,0,0,0,0,0,0,40,0,0,0,6,0,0,34,0,15,0,0,0,0,0,22,17,3,0,0,0,0,0,36,0,0,22,0,36,0,0,0,0,15,0,0,0,21,0,0,35,0,41,17,0,0,0,0,0,0,9,0,0,0,0,0,21,0,0,0,66,0,0,0,29,0,0,0,0,0,0,23,0,34,0,0,0,0,0,27,0,0,8,0,0,0,0,0,0,0,0,27,0,0,34,19,0,0,0,18,23,0,0,0,0,0,18,0,0,0,39,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,24,0,0,0,0,0,0,0,0,33,0,0,0,35,0,0,1,0,0,0,0,71,94,0,0,8,0,0,0,0,16,0,0,0,30,0,0,24,0,0,19,0,0,21,20,35,0,0,0,0,0,35,0,39,0,0,0
2017-10-29,8,0,16,39,23,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,9,0,0,0,0,0,0,0,0,37,0,15,13,0,39,0,0,15,31,0,10,0,0,0,0,0,0,10,0,45,0,44,7,22,0,0,6,0,5,0,0,0,20,0,71,0,0,0,37,0,0,0,55,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,18,0,0,0,0,0,19,35,0,0,0,0,13,0,0,0,0,31,0,0,0,0,14,0,48,19,55,0,0,0,0,0,25,22,0,0,0,0,53,55,18,12,0,0,4,0,0,6,0,0,0,71,0,0,0,67,0,0,0,12,23,0,0,0,0,0,0,0,0,0,0,0,13,0,41,0,0,26,0,0,0,0,0,0,0,20,0,0,0,0,34,3,14,0,30,0,14,0,0,0,0,30,14,0,0,68,0,45,0,0,40,0,0,36,50,0,0,71,10,0,0,0,0,0,0,0,0,0,14,0,26,31,0,0,0,0,23,0,0,31,0,0,0,1,19,0,0,0,0,0,0,0,0,23,0,5,32,0,0,0,0,0,0,0,23,0,0,22,0,0,0,0,6,0,41,0,0,0,0,0,36,0,0,12,0,0,24,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,7,25,0,22,0,34,39,0,0,0,11,0,25,15,21,0,0,0,0,24,0,9,0,0,67,0,0,17,0,0,0,0,0,14,0,65,0,35,0,1,0,15,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,35,0,49,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,0,19,9,0,0,0,39,0,0,0,0,0,0,0,4,0,15,69,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,35,0,0,0,0,0,0,86,0,24,0,41,0,21,0,0,0,0,2,36,0,0,0,0,96,0,0,0,0,0,0,0,27,0,0,0,50,0,0,36,0,0,19,0,0,21,72,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-05,8,0,0,0,30,11,26,0,26,0,64,0,0,0,0,0,0,0,0,0,0,61,26,0,0,0,26,0,0,0,0,0,0,48,0,0,0,16,26,0,39,0,35,15,0,0,13,0,0,0,37,0,0,0,0,44,0,0,14,22,0,7,6,0,5,0,36,0,0,0,95,0,0,0,36,0,0,0,27,0,0,0,15,9,0,0,0,24,69,0,0,0,0,0,0,8,0,0,0,20,28,0,0,18,0,0,0,0,0,35,0,0,0,56,0,0,0,0,0,16,0,16,45,0,74,0,17,0,0,0,0,0,0,0,0,0,40,34,0,0,0,11,0,13,6,0,44,0,62,35,0,0,0,0,12,0,5,0,0,0,0,19,0,0,0,0,0,0,0,13,0,38,0,0,13,0,0,0,0,0,0,0,29,28,52,0,0,33,10,42,25,23,18,14,0,0,0,0,53,0,0,0,16,0,44,0,0,0,0,67,25,48,0,0,69,49,0,0,0,0,0,0,23,0,0,22,0,18,0,0,0,0,39,0,0,0,31,0,0,0,0,0,22,0,0,0,0,0,0,0,11,0,3,0,0,0,38,0,0,0,0,45,0,0,22,0,0,18,0,6,0,0,0,34,0,0,0,0,0,0,48,0,0,43,0,0,0,0,0,0,0,22,17,2,0,0,0,0,0,21,0,8,7,33,31,0,0,0,0,14,0,0,0,40,0,0,0,0,31,0,43,0,0,0,0,0,14,0,0,0,0,0,31,0,0,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,70,64,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,36,77,20,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,100,0,0,0,27,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,0,42,0,20,0,0,0,0,2,0,0,0,0,0,54,0,0,0,47,0,0,0,23,0,0,0,31,50,0,23,0,0,29,0,0,40,30,0,0,0,0,0,0,0,0,38,0,0,66
2017-11-12,11,24,31,0,52,10,51,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,17,0,0,0,0,35,0,32,67,0,0,14,13,0,38,0,0,14,0,62,15,0,0,0,0,0,0,38,0,18,0,0,34,35,0,0,6,0,10,0,0,0,0,0,17,0,0,0,0,0,0,0,53,0,0,0,15,8,0,0,0,0,0,60,0,0,22,0,0,0,0,17,0,0,14,0,0,0,0,0,0,0,0,32,0,0,0,0,15,0,0,16,0,11,0,46,9,26,0,0,0,1,0,0,0,0,0,0,0,17,13,17,0,42,0,5,0,13,14,23,0,0,94,0,0,0,85,18,0,0,7,22,0,0,0,9,0,0,0,0,0,0,0,0,0,38,0,0,12,0,0,0,0,42,0,0,29,0,0,0,0,55,8,0,0,87,17,27,0,0,0,31,17,14,0,0,65,41,0,0,0,0,0,0,44,24,0,0,71,29,0,0,0,0,18,0,0,36,0,26,0,36,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,21,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,35,0,30,0,0,0,0,0,0,14,3,0,0,0,0,0,41,0,30,17,0,34,0,44,0,0,16,0,24,0,60,0,0,0,69,25,16,8,0,0,0,0,0,17,0,0,0,0,0,41,0,0,0,30,0,3,0,0,0,0,0,38,39,0,0,0,0,0,0,0,0,0,0,34,0,51,0,0,0,0,0,0,0,0,0,36,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,69,0,99,68,0,0,0,0,0,0,0,0,46,0,23,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,34,64,0,0,61,0,0,0,0,0,0,0,27,0,0,0,40,0,0,11,0,0,16,0,0,60,29,0,0,0,0,26,0,0,0,38,29,0,0
2017-11-19,0,0,0,0,39,22,53,0,27,0,65,0,0,0,0,64,0,0,0,0,0,0,30,0,0,0,45,0,0,0,0,0,0,0,0,37,0,7,13,0,28,0,0,0,0,0,15,0,0,0,9,0,0,0,0,25,0,43,7,75,0,7,12,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,55,0,0,0,8,9,44,0,0,0,0,0,0,0,0,0,0,8,69,35,66,0,14,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,23,0,16,0,27,0,0,0,2,0,0,0,0,0,0,0,35,41,35,0,57,0,1,0,0,6,0,0,0,90,0,0,0,22,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,35,37,0,0,13,0,0,0,0,0,0,0,23,0,0,0,0,51,2,14,0,30,54,5,0,0,0,32,48,0,0,0,34,42,0,0,0,0,0,0,26,37,70,0,82,40,0,0,0,0,0,0,0,0,34,29,0,21,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,8,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,6,0,0,49,0,15,0,15,0,0,0,67,15,3,0,0,0,0,0,50,0,23,7,0,44,0,0,15,0,17,0,0,0,0,0,0,0,0,21,0,17,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,70,0,2,0,0,0,0,0,0,20,0,23,0,0,0,0,0,35,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,23,0,0,0,0,0,0,0,70,0,0,27,0,0,0,0,0,40,0,24,0,0,0,0,0,0,0,0,42,0,0,0,71,0,0,1,0,0,0,0,0,47,0,0,0,0,0,0,0,17,0,0,0,67,0,0,24,0,0,19,0,0,0,40,0,0,0,0,27,0,0,0,0,0,0,0
2017-11-26,0,0,0,0,31,21,26,0,26,0,0,0,0,0,0,0,0,0,0,83,0,62,27,69,0,0,36,0,0,0,0,0,0,16,0,0,35,16,13,0,34,47,0,0,0,0,6,0,54,0,9,0,0,19,0,63,0,0,35,27,0,0,6,0,5,0,0,0,0,30,17,0,0,0,0,27,0,0,27,0,0,0,23,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,35,72,16,0,0,0,0,0,0,0,17,0,14,0,31,55,27,0,0,0,0,0,0,22,0,0,0,0,35,0,0,0,43,0,6,0,26,6,24,0,0,74,0,0,0,44,18,0,0,7,0,0,0,0,10,0,43,0,0,0,0,0,13,0,38,0,0,10,0,0,0,0,21,0,0,26,28,0,36,0,34,5,28,25,41,0,9,0,0,0,0,35,0,0,0,67,0,0,0,0,0,0,0,40,37,0,0,63,20,0,0,0,0,0,0,0,37,0,22,0,30,0,0,0,22,0,23,0,0,0,0,0,0,1,19,0,100,0,0,0,0,0,0,11,0,3,25,0,0,39,0,0,0,0,0,0,0,11,0,0,19,0,18,0,0,0,0,0,0,0,0,0,0,24,0,0,32,0,15,0,0,0,0,0,44,12,4,0,0,0,0,0,14,0,16,36,0,36,0,0,15,0,25,0,0,30,20,0,0,0,0,32,34,26,0,0,0,0,0,14,0,0,0,0,35,42,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,69,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,18,14,0,0,0,0,0,18,0,0,0,0,0,1,0,11,0,71,0,0,0,0,34,0,0,0,27,4,0,0,0,0,34,23,47,0,0,0,0,0,0,0,0,40,0,0,37,35,0,25,0,0,0,0,0,0,23,0,0,0,0,0,0,0,20,0,0,36,40,0,0,23,0,0,16,0,0,20,30,0,0,0,0,0,0,0,31,0,0,0,0
2017-12-03,4,12,0,0,8,11,59,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,30,34,0,0,0,0,0,0,0,0,0,16,0,36,35,9,13,0,28,0,35,15,0,0,8,0,54,0,0,0,0,10,0,44,0,0,21,22,0,0,17,32,5,0,0,0,0,0,43,0,0,0,0,0,0,0,27,0,0,0,23,9,0,0,0,0,69,0,0,0,0,0,0,41,0,17,0,0,0,0,0,0,34,0,0,0,0,35,0,0,24,0,0,0,0,50,0,25,36,62,0,0,0,0,0,0,0,0,22,0,0,49,0,17,13,51,0,70,0,2,0,0,4,0,0,0,59,35,0,0,43,0,0,0,2,23,0,77,0,9,0,0,0,0,0,0,0,0,0,36,0,0,19,0,0,0,0,0,0,0,27,28,0,0,0,28,13,14,0,29,35,19,0,8,0,0,12,0,0,0,16,0,0,0,0,39,0,67,25,24,0,0,70,40,0,0,0,0,0,0,23,0,0,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,3,25,0,0,38,0,0,0,32,0,0,0,11,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,42,0,0,33,0,30,0,0,0,0,0,0,15,0,0,0,0,0,0,28,0,8,21,33,39,0,0,0,0,20,0,24,0,0,0,0,0,0,25,0,17,0,0,0,0,0,17,0,0,0,0,0,35,23,63,0,38,0,2,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,26,34,0,32,33,0,0,0,0,0,0,0,0,0,0,34,31,0,23,0,0,14,0,20,0,38,38,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,33,69,0,0,0,4,0,0,0,0,32,0,23,0,0,0,0,0,0,23,0,44,0,20,0,0,0,25,1,0,0,65,0,0,31,0,0,0,0,0,0,0,24,0,0,0,31,0,0,12,0,0,5,0,0,40,30,0,63,0,0,26,0,35,0,0,0,0,0
