date,'3m',abbott_laboratories,abbvie,abiomed,accenture,activision_blizzard,adobe,advanced_micro_devices,advance_auto_parts,aes_corp,aflac,agilent_technologies,air_products_and_chemicals,akamai_technologies,alaska_air_group,albemarle_corporation,align_technology,all_egion,all_iant_energy,all_state_corp,alphabet_class_c,altria_group,amazon,amcor,american_airlines_group,american_electric_power,american_express,american_international_group,american_tower,american_water_works,ameriprise_financial,amerisourcebergen,ametek,amgen,amphenol,analog_devices,ansys,anthem,aon,a_o_smith,apple,applied_materials,aptiv,adm,arista_networks,assurant,atandt,atmos_energy,autodesk,automatic_data_processing,autozone,avalonbay_communities,avery_dennison,baker_hughes,ball__corp,bank_of_america,baxter_international,becton_dickinson,berkshire_hathaway,best_buy,bio_rad_laboratories,biogen,blackrock,bny_mellon,boeing,booking_holdings,borgwarner,boston_properties,boston_scientific,bristol_myers_squibb,broadcom,broadridge_financial_solutions,brown_and_brown,cadence_design_systems,caesars_entertainment,campbell_soup,capital_one_financial,cardinal_health,carmax,carnival_corporation,carrier_global,catalent,caterpillar,cbre,cdw,celanese,centene_corporation,centerpoint_energy,ceridian,cerner,cf_industries,charles_river_laboratories,charter_communications,chevron_corporation,chipotle_mexican_grill,chubb,church_and_dwight,cigna,cincinnati_financial,cisco_systems,citigroup,citizens_financial_group,citrix_systems,clorox,cme_group,cms_energy,coca_cola_company,cognizant_technology_solutions,colgate_palmolive,comcast,comerica,conagra_brands,conocophillips,consolidated_edison,constellation_brands,the_cooper_companies,copart,corning,corteva,costco,crown_castle,csx,cummins,cvs_health,danaher_corporation,darden_restaurants,davita,delta_air_lines,dentsply_sirona,devon_energy,dexcom,diamondback_energy,digital_realty_trust,discover_financial_services,discovery_series_a,dish_network,dollar_general,dollar_tree,dominion_energy,dominos_pizza,dover_corporation,dow,dte_energy,duke_energy,dupont,dxc_technology,eastman_chemical,eaton_corporation,ebay,ecolab,edison_international,edwards_lifesciences,electronic_arts,enphase_energy,entergy,eog_resources,equifax,equinix,equity_residential,essex_property_trust,estée_lauder_companies,etsy,evergy,eversource_energy,everest_re,exelon,expedia_group,expeditors,extra_space_storage,exxonmobil,f5_networks,facebook,fastenal,federal_realty_investment_trust,fedex,fidelity_national_information_services,fifth_third_bancorp,firstenergy,first_republic_bank,fiserv,fleetcor,fmc_corporation,ford,fortinet,fortive,franklin_resources,freeport_mcmoran,gap,garmin,gartner,general_dynamics,general_electric,general_mills,general_motors,genuine_parts,gilead_sciences,globe_life,global_payments,goldman_sachs,hall_iburton,hanesbrands,the_hartford,hasbro,hca_healthcare,henry_schein,the_hershey_company,hess_corporation,hewlett_packard_enterprise,hilton_worldwide,hologic,home_depot,honeywell,hormel,howmet_aerospace,hp,humana,huntington_bancshares,huntington_ingall_s_industries,idex_corporation,idexx_laboratories,ihs_markit,illinois_tool_works,illumina,incyte,ingersoll_rand,intel,intercontinental_exchange,ibm,international_paper,interpublic_group,international_flavors_and_fragrances,intuit,intuitive_surgical,invesco,ipg_photonics,iqvia,iron_mountain,jacobs_engineering_group,j_b_hunt,jm_smucker,johnson_and_johnson,johnson_controls,jpmorgan_chase,juniper_networks,kansas_city_southern,kelloggs,keycorp,keysight_technologies,kimberly_clark,kimco_realty,kinder_morgan,kla_corporation,kraft_heinz,kroger,l3harris_technologies,labcorp,lam_research,lamb_weston,las_vegas_sands,leggett_and_platt,leidos,lennar,eli_lilly_and_co,lincoln_national,linde,live_nation_entertainment,lkq_corporation,lockheed_martin,loews_corporation,lowes,lumen_technologies,lyondellbasell,mandt_bank,marathon_oil,marathon_petroleum,marketaxess,marriott_international,marsh_and_mclennan,martin_marietta_materials,masco,mastercard,match_group,mccormick_and_company,mcdonalds,mckesson_corporation,medtronic,merck_and_co,metlife,mettler_toledo,mgm_resorts_international,microchip_technology,micron_technology,microsoft,moderna,mohawk_industries,mondelez_international,monolithic_power_systems,monster_beverage,moodys_corporation,morgan_stanley,motorola_solutions,msci,nasdaq,netapp,netflix,newell_brands,newmont,nextera_energy,nielsen_holdings,nike,nisource,norfolk_southern,northern_trust,northrop_grumman,nortonlifelock,norwegian_cruise_line_holdings,nrg_energy,nucor,nvidia,nvr,nxp,oreilly_automotive,occidental_petroleum,old_dominion_freight_line,omnicom_group,oneok,oracle,otis_worldwide,paccar,packaging_corporation_of_america,paychex,paycom,paypal,penn_national_gaming,pentair,peoples_united_financial,pepsico,perkinelmer,pfizer,philip_morris_international,phillips_66,pioneer_natural_resources,pnc_financial_services,pool_corporation,ppg_industries,ppl,principal_financial_group,procter_and_gamble,progressive_corporation,prologis,prudential_financial,ptc,public_service_enterprise_group,public_storage,pultegroup,pvh,qorvo,quanta_services,qualcomm,quest_diagnostics,ralph_lauren_corporation,raymond_james_financial,raytheon_technologies,realty_income_corporation,regency_centers,regeneron_pharmaceuticals,regions_financial_corporation,republic_services,resmed,robert_half_international,rockwell_automation,rollins,roper_technologies,ross_stores,royal_caribbean_group,sandp_global,salesforce,sba_communications,schlumberger,seagate_technology,sealed_air,sempra_energy,servicenow,sherwin_williams,simon_property_group,skyworks_solutions,snap_on,southern_company,southwest_airlines,stanley_black_and_decker,starbucks,state_street_corporation,steris,stryker_corporation,svb_financial,synchrony_financial,synopsys,sysco,t_mobile_us,t_rowe_price,take_two_interactive,tapestry,target_corporation,te_connectivity,teledyne_technologies,teleflex,teradyne,tesla,texas_instruments,textron,thermo_fisher_scientific,tjx_companies,tractor_supply_company,trane_technologies,transdigm_group,the_travelers_companies,trimble,truist_financial,twitter,tyler_technologies,tyson_foods,udr,ulta_beauty,us_bancorp,union_pacific,united_airlines,unitedhealth_group,united_parcel_service,united_rentals,universal_health_services,valero_energy,ventas,verisign,verisk_analytics,verizon_communications,vertex_pharmaceuticals,vf_corporation,viacomcbs,viatris,visa,vornado_realty_trust,vulcan_materials,wabtec,walmart,walgreens_boots_all_iance,the_walt_disney_company,waste_management,waters_corporation,wec_energy_group,wells_fargo,welltower,west_pharmaceutical_services,western_digital,western_union,westrock,weyerhaeuser,whirlpool_corporation,williams_companies,willis_towers_watson,wynn_resorts,xcel_energy,xilinx,xylem,zebra_technologies,zimmer_biomet,zoetis
2018-12-09,20,0,0,0,49,14,17,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,11,0,0,0,0,0,0,0,0,47,0,7,17,0,39,0,0,19,0,82,9,0,23,0,48,0,0,0,0,41,0,0,9,11,0,0,15,0,8,0,0,0,0,39,34,0,0,0,0,35,0,0,0,0,0,0,40,22,0,0,0,0,0,0,0,0,0,0,0,11,0,68,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,100,0,0,18,0,20,23,0,0,0,23,0,82,0,0,0,0,0,0,68,17,0,0,18,0,16,0,17,11,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,50,0,30,0,0,33,0,0,0,0,0,0,0,35,0,0,0,0,15,6,18,0,61,23,30,0,33,0,0,46,0,0,29,43,0,0,0,0,0,0,0,26,31,0,0,57,13,0,0,0,0,0,0,0,0,0,23,0,18,0,0,0,0,51,30,0,0,0,0,0,0,2,0,28,32,0,0,0,0,0,0,15,0,7,25,0,18,0,0,0,0,0,0,0,0,28,0,0,48,0,23,0,0,44,0,0,0,0,0,0,0,23,0,0,41,0,20,0,0,0,0,0,0,14,4,0,0,0,0,0,18,0,10,41,85,58,0,0,20,0,19,0,31,19,26,0,0,0,0,25,22,11,0,0,0,0,0,26,0,0,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,100,43,0,27,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,44,48,0,0,0,0,6,0,27,0,0,0,0,0,0,0,0,51,2,0,17,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,33,1,0,0,0,37,0,71,0,0,0,0,0,0,0,22,0,0,47,46,0,0,15,0,0,14,96,97,0,26,0,0,0,0,0,0,0,20,0,0,0,0
2018-12-16,0,0,23,0,44,15,19,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,52,50,12,0,0,39,0,0,42,0,0,16,0,52,0,13,0,0,14,0,54,0,0,30,19,0,0,8,0,9,0,0,0,0,0,12,0,100,0,0,78,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,23,0,100,0,0,20,0,0,0,0,0,0,0,0,37,0,0,0,0,22,0,0,24,34,30,0,0,13,76,0,0,50,0,0,0,0,0,0,0,0,25,0,25,17,41,0,33,74,19,9,0,0,0,58,0,0,0,62,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,32,0,0,27,0,0,0,0,0,0,0,33,0,0,0,0,40,2,0,0,25,25,20,0,12,0,0,17,20,0,0,0,60,0,0,0,0,0,0,36,52,0,0,57,43,0,0,0,0,0,0,0,0,0,35,0,37,0,0,0,32,0,33,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,47,0,0,53,0,26,0,0,0,0,20,0,0,0,0,0,17,0,0,28,0,0,0,43,0,0,0,32,25,1,0,0,0,0,0,20,0,11,31,47,50,0,0,0,0,25,0,0,0,29,0,0,0,0,26,0,25,0,0,0,0,0,24,0,0,0,0,0,50,0,0,0,0,100,5,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,38,0,0,0,27,0,0,0,0,0,0,29,0,0,55,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,37,0,33,52,0,0,0,0,0,33,0,46,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0,0,0,19,0,0,0,39,0,0,33,0,0,15,0,0,0,43,100,0,0,0,0,0,0,0,0,0,0,0
2018-12-23,6,0,0,0,0,50,10,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,24,0,0,0,14,0,0,0,0,0,0,0,0,57,0,14,0,0,39,0,0,23,0,100,11,0,29,0,0,0,0,0,0,20,0,0,33,30,0,0,0,0,8,0,0,0,0,48,41,0,0,0,0,0,0,0,43,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,31,45,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,26,0,25,0,50,29,0,0,0,55,0,100,38,0,0,0,0,0,82,64,0,0,89,0,33,0,0,3,0,0,0,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,29,0,0,5,0,0,0,0,0,0,0,27,0,0,0,0,35,8,0,0,28,0,15,0,13,0,0,37,22,0,0,0,0,0,0,0,0,0,0,24,19,0,0,67,47,0,0,0,0,0,0,0,0,0,20,0,22,48,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0,0,52,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,47,0,0,34,0,0,0,0,0,0,0,35,13,1,0,0,0,0,0,22,0,12,56,52,65,0,0,0,0,25,0,0,0,0,0,0,0,0,46,0,14,0,0,0,0,0,22,0,0,0,0,0,33,0,0,0,5,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,32,0,0,0,29,0,0,0,0,0,6,0,15,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,26,0,74,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,55,0,0,0,0,37,0,0,0,0,0,0,0,20,0,0,0,47,0,0,0,0,0,21,0,0,32,47,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-30,6,0,0,0,33,0,19,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,52,0,0,0,0,0,0,0,0,0,0,10,0,0,41,0,51,22,0,0,4,0,26,0,0,0,0,0,0,46,0,0,40,12,0,0,9,0,5,0,0,0,0,88,13,100,0,0,0,0,0,0,0,0,0,0,34,0,0,0,100,0,0,0,0,0,0,0,0,0,100,76,0,0,21,0,0,0,0,0,0,0,0,5,0,0,35,0,0,0,0,0,0,20,0,0,26,0,0,0,0,0,0,0,0,81,0,72,0,25,20,50,0,0,0,19,0,0,0,0,0,0,56,0,100,0,0,0,0,0,2,100,0,0,0,14,0,0,0,0,0,0,0,0,0,33,0,0,14,0,0,0,0,0,96,0,32,0,0,0,0,49,19,0,0,9,0,14,0,0,0,0,69,0,0,0,48,0,0,0,0,0,0,0,37,0,0,0,51,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,48,0,0,0,0,0,28,0,0,0,41,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,16,0,0,40,0,35,0,58,49,0,0,0,0,0,0,0,44,0,0,46,0,22,0,22,0,0,0,0,15,1,0,0,0,0,0,21,0,0,21,0,82,0,0,0,0,15,0,0,0,59,0,0,0,0,16,0,0,0,0,0,0,0,25,0,0,0,0,0,21,0,0,0,10,0,2,0,0,96,0,0,57,0,0,0,0,0,0,15,0,100,0,0,100,0,18,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,7,0,30,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,68,0,100,0,0,0,0,34,0,43,0,0,0,0,0,0,1,0,0,95,0,0,0,0,0,0,0,0,0,0,26,0,0,0,36,0,0,0,0,0,19,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-06,5,16,21,0,40,14,43,0,0,0,0,0,0,89,0,84,0,0,0,0,0,0,24,0,0,0,47,0,0,0,0,0,0,43,0,0,0,13,35,0,37,0,0,20,40,0,8,0,0,0,12,0,0,13,0,25,0,0,9,14,0,18,31,0,6,0,0,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,11,0,69,0,0,0,0,0,0,45,0,0,0,0,39,0,0,0,0,100,0,34,0,0,18,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,69,36,0,0,94,0,10,0,17,3,63,0,0,54,0,0,0,29,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,17,0,29,0,0,21,0,0,0,0,0,0,0,52,0,0,0,0,15,7,0,0,55,23,18,0,0,0,0,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,26,0,0,0,0,0,0,0,0,0,36,0,52,40,0,0,0,0,0,0,88,0,0,0,0,2,75,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,30,0,0,29,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,8,0,0,58,0,100,0,80,0,0,0,0,21,6,0,0,0,0,0,28,0,0,38,44,68,0,0,0,0,15,0,0,0,0,0,0,0,0,35,0,23,0,21,0,0,0,15,0,0,0,0,47,28,0,0,0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,36,0,0,0,0,0,45,0,26,0,0,92,0,0,0,0,0,0,48,0,0,25,0,0,0,0,18,0,27,0,0,0,48,0,0,0,0,0,3,0,17,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,34,3,0,0,86,0,0,52,0,0,0,0,36,0,0,21,0,64,0,20,0,0,31,0,0,10,0,0,27,26,46,0,0,0,0,0,0,0,0,0,0,0
2019-01-13,0,0,0,0,10,0,17,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,25,0,0,0,35,0,0,0,0,0,0,0,0,0,0,24,34,0,38,0,0,19,0,0,3,0,72,0,12,0,0,0,0,58,0,0,18,18,0,0,31,84,5,0,0,0,0,40,11,0,0,0,0,36,0,0,0,0,0,0,41,0,0,88,0,0,0,0,0,0,0,0,0,0,0,46,0,0,19,0,0,0,0,0,0,0,0,21,0,0,31,0,0,0,0,0,0,27,0,21,24,35,0,0,0,0,0,0,29,0,0,0,93,23,18,0,16,75,0,13,0,0,14,0,0,0,57,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,51,91,29,81,0,21,0,0,0,0,56,0,0,52,37,0,0,0,30,6,37,0,39,23,25,86,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,13,48,0,0,56,26,0,0,0,0,0,0,0,48,0,40,92,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,37,0,0,0,0,0,0,0,25,0,0,0,0,0,0,84,0,0,0,14,0,0,0,0,16,0,0,0,45,0,0,52,0,0,0,8,0,0,57,0,60,0,100,0,0,0,0,15,1,0,0,0,0,0,37,0,0,28,0,100,0,0,20,0,21,0,0,0,0,0,0,0,0,42,0,23,0,21,0,0,0,15,0,0,0,55,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,70,45,0,37,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,32,31,31,0,0,0,0,0,0,0,0,38,0,27,0,46,0,67,1,0,0,0,0,0,72,0,0,0,0,0,0,0,25,0,0,0,23,0,0,0,0,0,21,0,0,27,13,0,0,0,0,0,0,0,20,0,0,86,0
2019-01-20,0,0,39,0,9,13,49,0,0,0,0,0,0,0,0,0,60,65,0,0,0,0,17,0,0,0,22,0,0,0,0,0,0,20,0,45,0,73,0,0,35,29,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,53,9,10,79,8,29,40,8,0,45,0,24,75,11,0,0,0,0,0,0,33,0,0,0,49,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,35,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,30,9,45,0,0,0,0,0,22,0,0,0,0,69,0,0,0,0,17,21,0,18,0,6,0,16,5,0,0,28,57,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,86,0,0,0,32,0,27,0,0,4,0,0,44,0,0,81,0,26,35,0,0,0,56,4,0,0,7,0,29,0,0,0,40,15,17,0,0,0,52,0,0,0,49,0,84,25,30,0,0,62,25,0,0,0,0,0,0,29,0,0,35,0,35,0,0,0,0,0,28,0,0,0,0,0,0,2,0,0,31,0,0,0,0,100,0,0,0,3,32,0,0,48,0,0,0,0,0,0,0,0,0,0,34,0,30,0,0,42,0,0,0,0,0,0,0,37,0,0,24,0,0,0,57,0,0,0,27,18,1,60,0,0,0,0,9,0,0,18,41,75,0,0,0,0,14,0,0,0,0,0,0,0,0,43,0,11,0,0,0,0,0,28,0,0,0,0,0,9,0,79,0,4,0,3,0,0,0,0,0,0,25,0,57,0,0,0,0,0,0,0,99,0,0,25,81,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,17,0,26,0,0,0,23,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,28,29,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,26,0,0,0,30,0,0,15,0,0,13,0,0,25,12,0,0,0,0,0,0,0,19,0,0,0,0
2019-01-27,0,0,41,0,30,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,35,0,0,0,0,0,0,21,0,0,0,35,0,0,39,0,0,38,0,0,11,0,0,0,24,0,0,0,92,33,0,0,18,11,0,0,23,0,4,0,48,0,0,0,11,0,45,0,47,36,0,0,0,0,0,51,30,11,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,19,0,0,24,0,0,0,0,0,17,0,0,31,0,0,0,0,22,31,15,0,0,71,0,0,0,0,0,0,0,0,0,88,0,0,23,17,22,0,55,0,6,0,0,5,0,0,0,59,0,0,0,0,0,16,0,0,30,0,0,0,25,0,0,0,0,0,0,0,33,0,32,0,0,12,0,0,0,0,0,0,0,29,0,0,0,0,44,6,55,0,23,23,12,0,11,0,41,23,0,83,29,43,0,0,0,0,0,0,0,26,63,0,0,40,39,0,0,0,0,0,0,31,0,0,38,0,42,0,0,0,58,0,0,0,0,40,0,0,0,0,25,0,0,0,0,0,0,52,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,28,0,0,24,0,16,0,0,0,0,0,0,0,0,0,0,31,0,0,53,0,39,0,0,0,92,0,29,22,4,0,0,0,0,0,37,0,20,5,0,64,0,0,0,0,17,0,0,0,26,0,0,0,0,33,0,22,0,21,0,0,60,30,0,0,0,0,0,14,0,0,0,4,0,1,0,0,0,0,0,0,52,0,30,0,0,0,0,0,0,0,35,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,49,0,0,0,24,12,0,0,0,0,0,24,0,0,0,0,0,2,0,20,0,0,0,0,0,47,0,0,0,0,0,0,45,0,0,0,46,0,0,0,0,0,0,0,0,0,0,46,0,27,0,0,0,33,2,0,0,85,0,0,30,0,0,0,0,0,0,0,25,0,0,0,28,0,0,61,0,0,28,0,0,26,39,91,82,0,0,0,49,0,0,100,38,0,0
2019-02-03,0,0,0,0,30,0,9,0,0,0,84,0,0,0,0,0,0,0,86,0,0,0,22,0,0,0,12,0,0,0,0,0,0,0,0,47,0,45,0,0,35,0,46,0,39,0,12,0,0,0,0,0,0,0,0,33,0,0,18,4,0,9,15,0,5,0,0,0,0,0,11,0,0,0,0,36,0,0,0,0,0,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,24,0,0,0,0,0,30,0,0,31,0,20,0,0,22,63,30,0,20,0,35,0,0,0,0,0,32,0,0,0,0,0,0,35,23,0,56,0,9,0,17,3,0,0,0,59,0,0,0,29,0,0,0,2,30,83,0,0,25,0,0,0,0,0,0,0,0,0,32,0,0,17,0,0,46,0,0,0,0,46,37,0,0,0,88,0,18,0,15,23,61,0,0,0,0,38,0,0,0,22,0,58,0,0,0,0,0,33,32,0,0,36,26,0,0,0,0,24,0,0,48,0,26,0,12,0,0,0,0,0,30,83,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,17,0,18,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,47,0,0,0,20,95,0,0,0,22,4,0,0,0,0,0,28,0,20,23,0,55,100,0,20,0,17,0,32,20,0,0,0,0,0,37,0,11,0,21,0,0,0,33,0,0,0,0,0,41,0,0,0,9,0,1,0,0,0,0,0,0,52,0,0,0,44,0,0,0,0,0,35,0,0,31,0,0,0,0,0,0,0,0,34,0,0,0,16,0,0,0,0,6,0,0,0,0,0,72,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,99,1,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,47,27,0,100,61,0,0,100,96,0,27,13,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-10,10,0,0,0,70,42,17,0,0,0,0,0,0,0,0,0,63,0,0,0,0,80,33,0,0,0,12,56,0,0,46,0,0,42,0,0,0,50,0,0,34,0,46,0,0,0,11,0,24,0,24,0,0,0,0,25,0,0,18,14,0,0,15,0,8,0,0,0,25,0,46,0,0,0,0,36,0,0,35,0,0,0,20,23,0,0,0,0,0,0,0,0,29,0,0,0,0,23,0,0,19,0,0,0,45,0,0,0,0,13,0,0,0,0,0,0,0,0,0,21,0,0,12,0,0,0,0,0,0,0,29,0,0,0,0,46,18,23,0,37,0,10,0,0,8,0,0,0,85,46,0,0,57,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,17,0,26,0,0,25,0,0,46,0,0,0,0,35,0,0,0,0,44,9,19,0,23,0,6,0,0,0,0,46,0,83,0,43,0,0,0,0,0,0,0,20,32,0,0,42,78,0,0,0,0,0,0,0,48,0,17,0,21,0,0,0,29,0,0,0,43,80,0,0,0,1,75,0,0,0,37,0,0,53,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,44,0,0,0,20,0,0,0,0,11,1,63,0,0,0,0,28,0,10,28,43,62,0,0,0,0,20,0,32,0,0,0,0,0,0,42,22,34,0,21,0,0,0,22,0,0,0,0,0,37,0,0,0,18,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,45,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,33,92,0,0,0,12,0,27,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,48,44,0,0,0,35,0,0,0,0,0,30,0,31,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,61,0,0,0,0,0,0,0,26,0,0,47,24,0,0,0,0,0,38,0,0,0,13,0,0,0,0,0,0,0,41,0,38,0,0
2019-02-17,15,0,21,0,30,0,43,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,26,45,0,0,11,0,0,0,0,47,0,21,0,0,0,84,17,0,39,31,0,0,0,0,10,0,0,0,0,0,0,12,0,73,0,0,36,11,0,9,0,0,5,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,0,0,20,0,0,0,0,18,0,0,35,0,0,0,0,0,0,32,0,0,0,0,0,0,17,0,0,55,0,4,0,0,11,0,0,0,53,45,0,0,28,0,31,0,0,0,0,0,0,37,0,0,0,0,0,0,0,17,0,25,80,0,16,0,0,0,0,0,0,0,35,0,0,0,0,44,11,18,0,31,23,18,0,0,0,41,15,0,0,0,43,0,0,0,0,0,0,0,26,47,0,0,55,13,0,0,0,0,0,0,0,0,0,17,0,42,39,0,0,0,51,0,0,0,40,0,0,0,2,0,28,32,0,0,0,0,0,0,0,0,30,8,0,0,0,0,0,0,0,29,0,0,14,0,0,24,0,39,0,51,0,44,0,0,0,0,0,0,16,0,0,34,0,20,0,20,0,0,0,0,15,1,63,0,0,0,0,27,32,0,23,0,61,0,0,0,0,18,0,32,0,26,0,0,0,0,20,0,11,0,0,0,91,0,18,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,53,0,0,0,0,0,0,0,0,51,5,0,9,0,0,0,0,0,0,0,0,90,0,35,0,0,0,0,0,31,0,30,0,0,0,0,0,0,30,0,40,0,0,0,0,0,66,0,0,0,0,0,0,30,0,0,10,0,0,0,0,22,0,0,0,42,0,0,45,0,0,17,0,0,26,39,0,0,0,0,0,49,0,20,0,0,0,0
